url,real_description,random_description,humor_caption,caption1,caption2,caption3,response_text
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_529.jpeg?raw=true,"The image features a simple line drawing of two characters, where one person is standing on the ground looking surprised at another person who is joyfully floating or jumping in the air.",The cartoon depicts a puzzled man observing two others carrying a giant fish through an office environment.,There's really nothing to it.,"The image features a simple line drawing of two characters, where one person is standing on the ground looking surprised at another person who is joyfully floating or jumping in the air.",There's really nothing to it.,The cartoon depicts a puzzled man observing two others carrying a giant fish through an office environment.,"{""1"":""The image features a simple line drawing of two characters, where one person is standing on the ground looking surprised at another person who is joyfully floating or jumping in the air.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_530.jpeg?raw=true,A man in a crown sits on a throne under an oversized sword hanging by a thread while another man seems to offer him a document.,"A cartoon depicts a naked man casually walking away while a bear holds what appears to be his clothing on a stick in the background, suggesting the bear stole his clothes.",The queen has agreed to split everything fifty-fifty.,"A cartoon depicts a naked man casually walking away while a bear holds what appears to be his clothing on a stick in the background, suggesting the bear stole his clothes.",The queen has agreed to split everything fifty-fifty.,A man in a crown sits on a throne under an oversized sword hanging by a thread while another man seems to offer him a document.,"{""selected caption number"":""3: A man in a crown sits on a throne under an oversized sword hanging by a thread while another man seems to offer him a document.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_534.jpeg?raw=true,The cartoon depicts a puzzled man observing two others carrying a giant fish through an office environment.,"The black and white cartoon features a group of four men in a meeting, with the room's windows humorously resembling an annoyed face due to the positioning of the curtains and lower window sashes.","Sir, you should probably assume your human form for the shareholders meeting.",The cartoon depicts a puzzled man observing two others carrying a giant fish through an office environment.,"Sir, you should probably assume your human form for the shareholders meeting.","The black and white cartoon features a group of four men in a meeting, with the room's windows humorously resembling an annoyed face due to the positioning of the curtains and lower window sashes.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_535.jpeg?raw=true,"The image depicts two people in a car, one driving and the other seeming to be in discomfort with their hand on their forehead, while a large fish is jumping over the vehicle.","This is a black and white illustration of four people using computers in a disorganized office space, with one person seemingly frustrated or in a discussion with another.",I just couldn't 'catch and release because who would've believed such a whale of a tale?,I just couldn't 'catch and release because who would've believed such a whale of a tale?,"The image depicts two people in a car, one driving and the other seeming to be in discomfort with their hand on their forehead, while a large fish is jumping over the vehicle.","This is a black and white illustration of four people using computers in a disorganized office space, with one person seemingly frustrated or in a discussion with another.","{""selected caption number"":""2: The image depicts two people in a car, one driving and the other seeming to be in discomfort with their hand on their forehead, while a large fish is jumping over the vehicle.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_539.jpeg?raw=true,"The image is a black and white cartoon showing three observers on the edge of a steep cliff, witnessing another figure who has apparently jumped off, parachuting down.","The image is a simple black and white sketch showing two people asleep in a bed with numerous opened books scattered on the floor, suggesting a late night of reading or study.",I think I will unfollow him.,I think I will unfollow him.,"The image is a black and white cartoon showing three observers on the edge of a steep cliff, witnessing another figure who has apparently jumped off, parachuting down.","The image is a simple black and white sketch showing two people asleep in a bed with numerous opened books scattered on the floor, suggesting a late night of reading or study.","{""selected caption number"":""2: The image is a black and white cartoon showing three observers on the edge of a steep cliff, witnessing another figure who has apparently jumped off, parachuting down.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_540.jpeg?raw=true,A woman in a lab coat is adjusting the dial on a large safe positioned on an examination bed in a clinical setting.,"A person is entering a room filled with goats, with some goats sitting on furniture and others standing on a bookshelf, while a man seated in an armchair appears unfazed.","I know a specialist, but he's in prison.",A woman in a lab coat is adjusting the dial on a large safe positioned on an examination bed in a clinical setting.,"A person is entering a room filled with goats, with some goats sitting on furniture and others standing on a bookshelf, while a man seated in an armchair appears unfazed.","I know a specialist, but he's in prison.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_546.jpeg?raw=true,"The picture shows a humorous scene where two people look startled to see a group of dolphins with their heads poking through sails, resembling prehistoric plesiosaurs, near a palm tree in the sea.","The image is a black-and-white cartoon showing two men in a living room, one standing by a fireplace over which a large fish is mounted, with a clock and two small vases on the mantelpiece, as they appear to be engaged in a conversation.",I'm thinking now I probably should have just trained them to get help.,"The picture shows a humorous scene where two people look startled to see a group of dolphins with their heads poking through sails, resembling prehistoric plesiosaurs, near a palm tree in the sea.",I'm thinking now I probably should have just trained them to get help.,"The image is a black-and-white cartoon showing two men in a living room, one standing by a fireplace over which a large fish is mounted, with a clock and two small vases on the mantelpiece, as they appear to be engaged in a conversation.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_554.jpeg?raw=true,"The image shows a cartoon of a man standing at a bar counter with a perplexed look on his face as he looks towards a bartender who happens to be a clown, with the mirrored reflection spelling ""2'MA튑"" in the background, implying that they are inside a place named ""SAM'S.""","The image is a humorous cartoon showing a disheveled cat on the desk of an ""Emergency Hotline"" call center, with operators appearing surprised or disinterested.","Would you like that straight up, on the rocks, or sprayed directly in your face?","Would you like that straight up, on the rocks, or sprayed directly in your face?","The image shows a cartoon of a man standing at a bar counter with a perplexed look on his face as he looks towards a bartender who happens to be a clown, with the mirrored reflection spelling ""2'MA튑"" in the background, implying that they are inside a place named ""SAM'S.""","The image is a humorous cartoon showing a disheveled cat on the desk of an ""Emergency Hotline"" call center, with operators appearing surprised or disinterested.","{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_556.jpeg?raw=true,"The image features two individuals in a kitchen, one of whom is a humanoid robot performing cooking tasks with a real human face displayed on its screen, while the other, a human, stands holding a glass of wine.","The black-and-white illustration depicts a humorous scene where a chariot drawn by a team of cats is parked on a street, seemingly getting a ticket from a traffic officer as bewildered onlookers watch.",I think I like the French maid outfit better.,"The image features two individuals in a kitchen, one of whom is a humanoid robot performing cooking tasks with a real human face displayed on its screen, while the other, a human, stands holding a glass of wine.","The black-and-white illustration depicts a humorous scene where a chariot drawn by a team of cats is parked on a street, seemingly getting a ticket from a traffic officer as bewildered onlookers watch.",I think I like the French maid outfit better.,"{""selected caption number"":""3: I think I like the French maid outfit better.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_563.jpeg?raw=true,"A person is running inside a large stationary wheel, reminiscent of a hamster wheel, located in a room with an open door.","The image is a cartoon showing two pirates, one with a pair of rabbits on his shoulder instead of the traditional parrot, standing on a dock with a ship in the background.",It's Karma !! But who'da thunk the hamsters would inherit the earth?,"The image is a cartoon showing two pirates, one with a pair of rabbits on his shoulder instead of the traditional parrot, standing on a dock with a ship in the background.",It's Karma !! But who'da thunk the hamsters would inherit the earth?,"A person is running inside a large stationary wheel, reminiscent of a hamster wheel, located in a room with an open door.","{""selected caption number"":""3: A person is running inside a large stationary wheel, reminiscent of a hamster wheel, located in a room with an open door.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_570.jpeg?raw=true,"A man is sitting on a park bench, nonchalantly reading a newspaper, while an abundance of birds perches on the other end of the bench.","A person dressed as a superhero stands at a subway station labeled ""14th Street,"" looking perplexed at a man reading a map.",THE St. Francis?,THE St. Francis?,"A person dressed as a superhero stands at a subway station labeled ""14th Street,"" looking perplexed at a man reading a map.","A man is sitting on a park bench, nonchalantly reading a newspaper, while an abundance of birds perches on the other end of the bench.","{3:'A man is sitting on a park bench, nonchalantly reading a newspaper, while an abundance of birds perches on the other end of the bench.'}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_571.jpeg?raw=true,"A cartoon depicts an anchor embedded in a coffee shop counter with surprised patrons, providing a humorous juxtaposition between nautical and everyday life.","A person in an astronaut suit stands awkwardly in an elevator alongside three business-dressed individuals, creating a humorous contrast between everyday life and space exploration.",Or you could just move the damn coffee maker.,"A cartoon depicts an anchor embedded in a coffee shop counter with surprised patrons, providing a humorous juxtaposition between nautical and everyday life.","A person in an astronaut suit stands awkwardly in an elevator alongside three business-dressed individuals, creating a humorous contrast between everyday life and space exploration.",Or you could just move the damn coffee maker.,"{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_582.jpeg?raw=true,"The image depicts a humorous illustration of two cyclists on an absurdly elongated tandem bicycle, with the first cyclist pedaling and the second, far behind, appearing relaxed.","Two cartoon characters are standing on clouds, with the one in front brandishing a lightning bolt and the other sneakily cutting the cloud beneath them with scissors.",I'll order. You pick up.,"The image depicts a humorous illustration of two cyclists on an absurdly elongated tandem bicycle, with the first cyclist pedaling and the second, far behind, appearing relaxed.","Two cartoon characters are standing on clouds, with the one in front brandishing a lightning bolt and the other sneakily cutting the cloud beneath them with scissors.",I'll order. You pick up.,"{""1"":""The image depicts a humorous illustration of two cyclists on an absurdly elongated tandem bicycle, with the first cyclist pedaling and the second, far behind, appearing relaxed.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_585.jpeg?raw=true,A child is offering a teapot to a genie emerging from a toaster on a kitchen counter.,"The image depicts a surreal landscape with large stone statues of heads resembling Easter Island moai, while two small human figures stand in the foreground conversing.",I shall offer you three settings.,"The image depicts a surreal landscape with large stone statues of heads resembling Easter Island moai, while two small human figures stand in the foreground conversing.",I shall offer you three settings.,A child is offering a teapot to a genie emerging from a toaster on a kitchen counter.,"{""selected caption number"":""3: A child is offering a teapot to a genie emerging from a toaster on a kitchen counter.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_588.jpeg?raw=true,"The picture shows a humorous illustration of two people on separate high-rise buildings, using a church steeple as a bridge to create a shared clothesline.","The image features a simple line drawing of two characters, where one person is standing on the ground looking surprised at another person who is joyfully floating or jumping in the air.","Siri, how far can a hunchback jump?","Siri, how far can a hunchback jump?","The picture shows a humorous illustration of two people on separate high-rise buildings, using a church steeple as a bridge to create a shared clothesline.","The image features a simple line drawing of two characters, where one person is standing on the ground looking surprised at another person who is joyfully floating or jumping in the air.","{""2"":""The picture shows a humorous illustration of two people on separate high-rise buildings, using a church steeple as a bridge to create a shared clothesline.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_623.jpeg?raw=true,"The image depicts a humorous cartoon scene at Roosevelt Kite Park where people are flying kites, including one kite that is comically shaped like an elephant.","A black and white cartoon depicts two men in an office setting, one of whom is nonchalantly holding a turkey inside his shirt with a surprised expression, while the other looks on with a coffee cup in hand.",It's a park. He's on a leash. What's it to you?,It's a park. He's on a leash. What's it to you?,"A black and white cartoon depicts two men in an office setting, one of whom is nonchalantly holding a turkey inside his shirt with a surprised expression, while the other looks on with a coffee cup in hand.","The image depicts a humorous cartoon scene at Roosevelt Kite Park where people are flying kites, including one kite that is comically shaped like an elephant.","{""selected caption number"":""3: The image depicts a humorous cartoon scene at Roosevelt Kite Park where people are flying kites, including one kite that is comically shaped like an elephant.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_626.jpeg?raw=true,The image illustrates a rider being thrown off a horse while attempting to jump over a fence.,"The image is a cartoon showing two adults sleeping in a crib-like bed with bars, humorously implying that parenthood has put them in the place of a child.",Hi Hon. Can you meet me at the hospital in about ten minutes?,"The image is a cartoon showing two adults sleeping in a crib-like bed with bars, humorously implying that parenthood has put them in the place of a child.",Hi Hon. Can you meet me at the hospital in about ten minutes?,The image illustrates a rider being thrown off a horse while attempting to jump over a fence.,"{""selected caption number"":""3: The image illustrates a rider being thrown off a horse while attempting to jump over a fence.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_635.jpeg?raw=true,"A person and a knight in armor are sitting at a table with glasses of wine in a casual setting, suggesting an unconventional and humorous meeting.","The image is a black-and-white cartoon depicting a man wearing a hat, seated at a bar and smiling at an ambiguous figure with a pipe that is part of the bar's design, creating an optical illusion.","I wrote ""middle aged.""","A person and a knight in armor are sitting at a table with glasses of wine in a casual setting, suggesting an unconventional and humorous meeting.","The image is a black-and-white cartoon depicting a man wearing a hat, seated at a bar and smiling at an ambiguous figure with a pipe that is part of the bar's design, creating an optical illusion.","I wrote ""middle aged.""","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_639.jpeg?raw=true,"A person stands at the base of a tall tower, holding the end of a long braid that hangs from a window where someone is gesturing for them to climb up.","The image is a humorous cartoon showing two people in bed, one reading a book and the other hidden behind a newspaper with only antenna-like extensions visible, suggesting a playful pun on watching ""the bugs"" or being absorbed in reading about bugs or technology.",I'm supposed to call my doctor if it lasts more than 4 hours.,I'm supposed to call my doctor if it lasts more than 4 hours.,"The image is a humorous cartoon showing two people in bed, one reading a book and the other hidden behind a newspaper with only antenna-like extensions visible, suggesting a playful pun on watching ""the bugs"" or being absorbed in reading about bugs or technology.","A person stands at the base of a tall tower, holding the end of a long braid that hangs from a window where someone is gesturing for them to climb up.","{""selected caption number"":""3: A person stands at the base of a tall tower, holding the end of a long braid that hangs from a window where someone is gesturing for them to climb up.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_647.jpeg?raw=true,Two people on skis are jumping off a submerged house representing a ski jump in a flooded area.,"The image is a simple black-and-white sketch of four individuals in a business meeting, with one standing holding papers and three others seated and engaged in conversation.",He just walked by like he thinks we don't exist.,Two people on skis are jumping off a submerged house representing a ski jump in a flooded area.,He just walked by like he thinks we don't exist.,"The image is a simple black-and-white sketch of four individuals in a business meeting, with one standing holding papers and three others seated and engaged in conversation.","{""1"":""Two people on skis are jumping off a submerged house representing a ski jump in a flooded area.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_653.jpeg?raw=true,"A woman is gesturing towards a coat rack while speaking to two other people who are standing next to her holding drinks, creating a humorous scene where it appears as though she is introducing the coat rack as a person at a social gathering.","The image features two individuals in a kitchen, one of whom is a humanoid robot performing cooking tasks with a real human face displayed on its screen, while the other, a human, stands holding a glass of wine.",Meet Trump's nominee for the Centers for Disease Control.,"The image features two individuals in a kitchen, one of whom is a humanoid robot performing cooking tasks with a real human face displayed on its screen, while the other, a human, stands holding a glass of wine.","A woman is gesturing towards a coat rack while speaking to two other people who are standing next to her holding drinks, creating a humorous scene where it appears as though she is introducing the coat rack as a person at a social gathering.",Meet Trump's nominee for the Centers for Disease Control.,"{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_654.jpeg?raw=true,"A cartoon depicts a surprised man at a restaurant table as an enormous noodle is being slurped up from his bowl of pasta, creating a tornado-like effect, while a waiter looks on.","The image shows a cartoon of a man standing at a bar counter with a perplexed look on his face as he looks towards a bartender who happens to be a clown, with the mirrored reflection spelling ""2'MA튑"" in the background, implying that they are inside a place named ""SAM'S.""",You know what? Just bring me back the one with the fly in it.,You know what? Just bring me back the one with the fly in it.,"A cartoon depicts a surprised man at a restaurant table as an enormous noodle is being slurped up from his bowl of pasta, creating a tornado-like effect, while a waiter looks on.","The image shows a cartoon of a man standing at a bar counter with a perplexed look on his face as he looks towards a bartender who happens to be a clown, with the mirrored reflection spelling ""2'MA튑"" in the background, implying that they are inside a place named ""SAM'S.""","{""selected caption number"":""2""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_656.jpeg?raw=true,The image depicts a cartoon of a cowboy playing a banjo on a sofa and a psychotherapist taking notes while seated in a chair in a cozy room with a bookshelf and a framed picture on the wall.,"The image is a humorous cartoon showing a man playing a double bass in a kitchen with disarrayed pots and a fish on the floor, while two men observe from the doorway and another seems to be running for cover.","Fortunately, our time is up.",The image depicts a cartoon of a cowboy playing a banjo on a sofa and a psychotherapist taking notes while seated in a chair in a cozy room with a bookshelf and a framed picture on the wall.,"The image is a humorous cartoon showing a man playing a double bass in a kitchen with disarrayed pots and a fish on the floor, while two men observe from the doorway and another seems to be running for cover.","Fortunately, our time is up.","{""selected caption number"":""1""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_658.jpeg?raw=true,"This is a black and white illustration of four people using computers in a disorganized office space, with one person seemingly frustrated or in a discussion with another.",A woman in a lab coat is adjusting the dial on a large safe positioned on an examination bed in a clinical setting.,Do you want to go for L-U-N-C-H and maybe a W-A-L-K?,Do you want to go for L-U-N-C-H and maybe a W-A-L-K?,A woman in a lab coat is adjusting the dial on a large safe positioned on an examination bed in a clinical setting.,"This is a black and white illustration of four people using computers in a disorganized office space, with one person seemingly frustrated or in a discussion with another.","{""selected caption number"":""3: This is a black and white illustration of four people using computers in a disorganized office space, with one person seemingly frustrated or in a discussion with another.""}"
https://github.com/devJwon/humor-image-captioning/blob/main/images/ny_image/image_660.jpeg?raw=true,"A man dressed in royal attire with a crown is sitting on an examination table in a doctor's office while the doctor, holding a clipboard, appears to be discussing his health.","The picture shows a monochrome cartoon of a meeting with both humans and robots seated around a conference table, suggesting a humorous blend of technology and traditional business.",Well lets just say Long live the King may be a bit on the optimistic side,Well lets just say Long live the King may be a bit on the optimistic side,"A man dressed in royal attire with a crown is sitting on an examination table in a doctor's office while the doctor, holding a clipboard, appears to be discussing his health.","The picture shows a monochrome cartoon of a meeting with both humans and robots seated around a conference table, suggesting a humorous blend of technology and traditional business.","{""2"":""A man dressed in royal attire with a crown is sitting on an examination table in a doctor's office while the doctor, holding a clipboard, appears to be discussing his health.""}"
